company_name,funded_month,company_market,unicorn_flag,raised_amount_usd,no_cumulative
#waywire,2012-06,News,False,5250000.0,5250000.0
'Rock' Your Paper,2012-08,Publishing,False,40000.0,40000.0
.Fox Networks,2007-01,Advertising,False,4912393.0,4912393.0
0-6.com,2008-03,Curated Web,False,2000000.0,2000000.0
0xdata,2013-01,Analytics,False,1700000.0,1700000.0
"1,2,3 Listo",2013-02,E-Commerce,False,40000.0,40000.0
1000 Corks,2011-08,Search,False,40000.0,40000.0
1000 Markets,2009-05,Marketplaces,False,1000000.0,1000000.0
1000memories,2010-01,Curated Web,False,30000.0,30000.0
1000memories,2011-02,Curated Web,False,7560000.0,7590000.0
1000museums.com,2011-04,Curated Web,False,642000.0,642000.0
1000museums.com,2013-04,Curated Web,False,1295758.0,1937758.0
1001 Menus,2012-12,Restaurants,False,132169.0,132169.0
1001 Menus,2013-10,Restaurants,False,1800000.0,1932169.0
1001 Menus,2013-11,Restaurants,False,1736910.0,3669079.0
100Plus,2011-11,Analytics,False,2750000.0,2750000.0
100du.tv,2008-01,Hospitality,False,3000000.0,3000000.0
100e.com,2006-01,Education,False,3000000.0,3000000.0
1010data,2010-03,Software,False,35000000.0,35000000.0
11i Solutions,2011-03,Enterprise Software,False,1800000.0,1800000.0
121cast,2012-05,Mobile,False,20000.0,20000.0
121cast,2012-11,Mobile,False,500000.0,520000.0
121nexus,2012-02,Pharmaceuticals,False,14000.0,14000.0
121nexus,2012-04,Pharmaceuticals,False,110000.0,124000.0
121nexus,2013-01,Pharmaceuticals,False,500000.0,624000.0
121nexus,2013-07,Pharmaceuticals,False,150000.0,774000.0
121nexus,2013-11,Pharmaceuticals,False,45000.0,819000.0
1366 Technologies,2008-03,Manufacturing,False,24800000.0,24800000.0
1366 Technologies,2010-02,Manufacturing,False,10300000.0,35100000.0
1366 Technologies,2010-10,Manufacturing,False,80000000.0,115100000.0
1366 Technologies,2010-12,Manufacturing,False,18000000.0,133100000.0
1366 Technologies,2011-02,Manufacturing,False,3000000.0,136100000.0
1366 Technologies,2013-10,Manufacturing,False,75000000.0,211100000.0
1366 Technologies,2013-12,Manufacturing,False,2500000.0,213600000.0
13th Lab,2012-06,Mobile,False,700000.0,700000.0
140 Proof,2009-07,Advertising,False,6000000.0,6000000.0
140 Proof,2011-04,Advertising,False,7500000.0,13500000.0
140Fire,2010-05,Entertainment,False,500000.0,500000.0
159.com,2008-02,Software,False,4500000.0,4500000.0
159.com,2011-03,Software,False,1704822.0,6204822.0
15Five,2013-01,Software,False,4000000.0,4000000.0
17u.cn,2008-01,Travel,False,479014.0,479014.0
17u.cn,2012-05,Travel,False,1588983.0,2067997.0
19pay,2010-01,Finance,False,12460000.0,12460000.0
1C Company,2011-10,Software,False,200000000.0,200000000.0
1Mind,2013-08,Social Media,False,1000000.0,1000000.0
1SDK,2013-08,Monetization,False,19299.0,19299.0
1eq,2013-12,Mobile Health,False,2200000.0,2200000.0
1jiajie,2013-09,E-Commerce,False,163132.0,163132.0
1stGig.com,2012-10,E-Commerce,False,750000.0,750000.0
1stdibs,2011-11,E-Commerce,False,60000000.0,60000000.0
1stdibs,2012-12,E-Commerce,False,126000000.0,186000000.0
2 Minutes,2008-06,Games,False,3320000.0,3320000.0
20/20 Gene Systems Inc.,2012-09,Biotechnology,False,150000.0,150000.0
2080 Media,2010-08,News,False,10000000.0,10000000.0
2080 Media,2013-07,News,False,104000000.0,114000000.0
20:20 Mobile,2008-07,Mobile,False,29750000.0,29750000.0
20lines,2012-11,Curated Web,False,114804.0,114804.0
20lines,2013-06,Curated Web,False,643300.0,758104.0
20x200,2009-10,Art,False,2400000.0,2400000.0
20x200,2010-08,Art,False,6000000.0,8400000.0
21Cake Food Co.,2010-01,Manufacturing,False,2928256.0,2928256.0
21GRAMS,2006-04,Software,False,2580000.0,2580000.0
21viaNet,2013-10,Software,False,100000000.0,100000000.0
22seeds,2013-10,Software,False,250000.0,250000.0
2359 Media,2011-01,Mobile,False,615000.0,615000.0
23andMe,2007-05,Biotechnology,False,36000000.0,36000000.0
23andMe,2009-06,Biotechnology,False,12600000.0,48600000.0
23andMe,2010-11,Biotechnology,False,66000000.0,114600000.0
23andMe,2011-01,Biotechnology,False,9000000.0,123600000.0
23andMe,2012-12,Biotechnology,False,173849700.0,297449700.0
24 Media Network,2008-09,News,False,370902.0,370902.0
247 Techies,2012-11,Hardware + Software,False,600000.0,600000.0
24M Technologies,2010-08,Clean Technology,False,48000000.0,48000000.0
24PageBooks,2011-05,Software,False,50000.0,50000.0
24tidy,2013-12,Services,False,164473.0,164473.0
24x7 Learning,2007-11,Education,False,4000000.0,4000000.0
25eight,2010-01,Software,False,25000.0,25000.0
265 Network,2004-12,Software,False,2000000.0,2000000.0
27 Perry,2012-05,E-Commerce,False,118000.0,118000.0
280 North,2008-03,Software,False,500000.0,500000.0
2C2P,2011-01,Software,False,1000000.0,1000000.0
2U,2009-06,Software,False,30000000.0,30000000.0
2U,2010-02,Software,False,80000000.0,110000000.0
2U,2011-03,Software,False,195000000.0,305000000.0
2U,2012-04,Software,False,182000000.0,487000000.0
2U,2013-10,Software,False,20400000.0,507400000.0
2can,2012-09,Mobile,False,4000000.0,4000000.0
2houses,2011-08,Curated Web,False,106626.0,106626.0
2houses,2012-11,Curated Web,False,1720204.0,1826830.0
"2nd Story Software, Inc.",2005-03,Software,False,85000000.0,85000000.0
2nd Watch,2013-11,Corporate IT,False,46000000.0,46000000.0
2sms,2007-11,Messaging,False,939000.0,939000.0
3-V Biosciences,2009-07,Biotechnology,False,90000000.0,90000000.0
3-V Biosciences,2012-01,Biotechnology,False,40000000.0,130000000.0
3-V Biosciences,2012-10,Biotechnology,False,16178000.0,146178000.0
3-V Biosciences,2013-06,Biotechnology,False,40000000.0,186178000.0
30 Second Showcase,2013-05,Photography,False,25000.0,25000.0
33Across,2009-03,Advertising,False,3000000.0,3000000.0
33Across,2010-04,Advertising,False,1284560.0,4284560.0
33Across,2011-01,Advertising,False,27000000.0,31284560.0
33Across,2012-07,Advertising,False,117900000.0,149184560.0
360Guanxi,2009-06,Life Sciences,False,5000000.0,5000000.0
360Learning,2013-09,Education,False,1543920.0,1543920.0
360SHOP,2013-03,Enterprise Software,False,1623640.0,1623640.0
360incentives.com,2013-01,Software,False,15300000.0,15300000.0
360pi,2013-08,Artificial Intelligence,False,4100000.0,4100000.0
365Scores,2013-01,Sports,False,1200000.0,1200000.0
365looks,2011-12,Fashion,False,54096.0,54096.0
36Kr,2012-07,Social Media,False,1573976.0,1573976.0
39 Health,2006-03,Health and Wellness,False,3750000.0,3750000.0
3C Plus,2013-01,Web Development,False,75000.0,75000.0
3CLogic,2013-01,Customer Service,False,1540000.0,1540000.0
3D Robotics,2012-11,Manufacturing,False,15000000.0,15000000.0
3D Robotics,2013-09,Manufacturing,False,150000000.0,165000000.0
3DR Laboratories,2012-08,Biotechnology,False,7200000.0,7200000.0
3DSoC,2007-12,Mobile,False,1240000.0,1240000.0
3DSoC,2010-08,Mobile,False,825000.0,2065000.0
3DVista,2008-06,Curated Web,False,475000.0,475000.0
3DiVi Company,2011-01,Software,False,3740000.0,3740000.0
3DiVi Company,2012-10,Software,False,800000.0,4540000.0
3G Multimedia,2011-01,Mobile,False,1700000.0,1700000.0
3GV8 International Inc,2006-03,Mobile,False,746185.0,746185.0
3Gear Systems,2012-03,Software,False,699998.0,699998.0
3Guppies,2006-04,Music,False,20000000.0,20000000.0
3Jam,2007-07,Messaging,False,8000000.0,8000000.0
3LM,2010-07,Android,False,1500000.0,1500000.0
3Leaf,2005-01,Web Hosting,False,30000000.0,30000000.0
3Leaf,2007-04,Web Hosting,False,80000000.0,110000000.0
3Leaf,2008-09,Web Hosting,False,140000000.0,250000000.0
3Nod,2007-01,Enterprise Software,False,15900000.0,15900000.0
3P Biopharmaceuticals,2007-06,Biotechnology,False,4051500.0,4051500.0
3P Biopharmaceuticals,2008-02,Biotechnology,False,732000.0,4783500.0
3POWER ENERGY GROUP,2011-03,Clean Technology,False,50000000.0,50000000.0
3Pillar Global,2011-06,Software,False,10000000.0,10000000.0
3Pillar Global,2013-06,Software,False,12000000.0,22000000.0
3Play Media,2011-10,Software,False,50000.0,50000.0
3ROAM,2008-11,Mobile,False,2788500.0,2788500.0
3SP Group,2009-05,Manufacturing,False,13780000.0,13780000.0
3Scan,2011-08,Biotechnology,False,40000.0,40000.0
3Scan,2012-04,Biotechnology,False,350000.0,390000.0
3TIER,2007-09,Clean Technology,False,2000000.0,2000000.0
3TIER,2008-12,Clean Technology,False,10000000.0,12000000.0
3Touch,2007-05,Software,False,272000.0,272000.0
3VR,2006-01,Security,False,30000000.0,30000000.0
3VR,2006-09,Security,False,27000000.0,57000000.0
3VR,2009-01,Security,False,5000000.0,62000000.0
3VR,2009-08,Security,False,12000000.0,74000000.0
3VR,2010-12,Security,False,34000000.0,108000000.0
3VR,2013-10,Security,False,7134388.0,115134388.0
3X Systems,2008-02,Flash Storage,False,1700000.0,1700000.0
3i Systems,2007-08,Semiconductors,False,13000000.0,13000000.0
3i Systems,2009-12,Semiconductors,False,2208150.0,15208150.0
3i Systems,2010-03,Semiconductors,False,10000000.0,25208150.0
3point5.com,2006-10,Curated Web,False,1500000.0,1500000.0
3rd Planet,2011-02,Curated Web,False,500000.0,500000.0
3rd Planet,2012-05,Curated Web,False,1000000.0,1500000.0
3scale,2010-04,Developer APIs,False,2400000.0,2400000.0
3scale,2013-04,Developer APIs,False,8400000.0,10800000.0
4-Tell,2011-07,E-Commerce,False,25000.0,25000.0
4-Tell,2012-01,E-Commerce,False,3000000.0,3025000.0
410 Labs,2011-07,Messaging,False,3000000.0,3000000.0
41st Parameter,2006-05,Security,False,22400000.0,22400000.0
41st Parameter,2007-08,Security,False,30210000.0,52610000.0
41st Parameter,2012-04,Security,False,52000000.0,104610000.0
42Floors,2011-12,Commercial Real Estate,False,2000000.0,2000000.0
42Floors,2012-11,Commercial Real Estate,False,20000000.0,22000000.0
42Floors,2013-01,Commercial Real Estate,False,48000000.0,70000000.0
42Networks,2006-02,Web Hosting,False,2258720.0,2258720.0
46elks,2012-08,Mobile,False,125070.0,125070.0
480 Biomedical,2012-02,Biotechnology,False,45000000.0,45000000.0
4Home,2006-08,Cloud Computing,False,2850000.0,2850000.0
4Home,2008-09,Cloud Computing,False,1000000.0,3850000.0
4INFO,2005-03,Advertising,False,32000000.0,32000000.0
4INFO,2007-06,Advertising,False,40000000.0,72000000.0
4INFO,2009-01,Advertising,False,120000000.0,192000000.0
4INFO,2011-10,Advertising,False,70000000.0,262000000.0
4INFO,2013-04,Advertising,False,8576000.0,270576000.0
4INFO,2013-08,Advertising,False,40000000.0,310576000.0
4Less,2012-03,Marketplaces,False,1000000.0,1000000.0
4Soils,2013-08,Kids,False,50000.0,50000.0
4moms,2012-08,Hardware + Software,False,20000000.0,20000000.0
4th aspect,2011-03,Advertising,False,277453.0,277453.0
4th aspect,2012-03,Advertising,False,160163.0,437616.0
4th aspect,2012-07,Advertising,False,77365.0,514981.0
4th aspect,2013-08,Advertising,False,1818300.0,2333281.0
5 Minutes,2009-12,Games,False,3500000.0,3500000.0
500Friends,2009-12,E-Commerce,False,4200000.0,4200000.0
500Friends,2012-03,E-Commerce,False,9000000.0,13200000.0
500Friends,2013-03,E-Commerce,False,15000000.0,28200000.0
500Shops,2013-12,Online Shopping,False,5000.0,5000.0
500px,2011-06,Photography,False,1575000.0,1575000.0
500px,2013-08,Photography,False,44000000.0,45575000.0
51 Auto,2008-06,Automotive,False,4500000.0,4500000.0
51.com,2006-05,Software,False,24000000.0,24000000.0
51.com,2007-07,Software,False,60000000.0,84000000.0
