index,company_name,company_market,company_country_code,raised_amount_usd
3672,Rethink Robotics,Robotics,USA,69000012.0
2714,Midokura,Cloud Management,JPN,69200000.0
1483,Euclid,Analytics,USA,69200000.0
187,Airware,Aerospace,USA,69800000.0
1333,Durata Therapeutics,Health Care,USA,70000000.0
3748,Rumble,Games,USA,70000000.0
3754,Ryan,Consulting,USA,70000000.0
228,Alvine Pharmaceuticals,Biotechnology,USA,70000000.0
2106,InsideSales.com,Lead Management,USA,70000000.0
4560,TowerJazz,Semiconductors,ISR,70000000.0
4077,SocialFlow,Publishing,USA,70000000.0
172,AgBiome,Biotechnology,USA,70000000.0
1175,Dafiti,Fashion,BRA,70000000.0
4430,TearScience,Medical Devices,USA,70000000.0
2739,Mirantis,Infrastructure,USA,70000000.0
4802,Vice Media,Video Streaming,USA,70000000.0
4304,SwiftKey,Enterprise Software,GBR,70000000.0
2280,Kidaptive,Education,USA,70700000.0
4540,Tokai Pharmaceuticals,Biotechnology,USA,71000000.0
2438,LifeIMAGE,Health Care,USA,71264180.0
3602,Realm,Databases,USA,71773400.0
1631,Flexenclosure,Web Hosting,SWE,72000000.0
1416,Elasticsearch,Search,USA,72000000.0
841,Check,Sports,USA,72000000.0
950,Cloudant,Enterprise Software,USA,72000000.0
5204,eBaoTech,Software,CHN,72000000.0
2261,Keek,Android,CAN,72000000.0
4106,Sonendo,Biotechnology,USA,72000000.0
1753,Gengo,Crowdsourcing,JPN,72000000.0
4085,Socrata,Analytics,USA,72000000.0
4629,Tryton Medical,Health Care,USA,72000000.0
493,Belly,Loyalty Programs,USA,72600000.0
5032,Yesware,Enterprise Software,USA,73500000.0
1749,Genapsys,Biotechnology,USA,74000000.0
4860,Voxy,Language Learning,USA,74900000.0
1066,Corsair,Hardware + Software,USA,75000000.0
3932,ShopRunner,E-Commerce,USA,75000000.0
1492,EverSpin Technologies,Manufacturing,USA,75000000.0
276,App Annie,Analytics,USA,75000000.0
1417,Ele.me,E-Commerce,CHN,75000000.0
1295,DogVacay,Pets,USA,75000000.0
2475,Livefyre,Enterprise Software,USA,75000000.0
3036,OUYA,Games,USA,75000000.0
2164,Iroko Pharmaceuticals,Biotechnology,USA,75000000.0
592,BlueTarp Financial,Local Businesses,USA,75000000.0
1701,Funambol,Cloud Data Services,USA,75000000.0
3130,Ostrovok,Travel,RUS,75000000.0
251,AndersonBrecon,Biotechnology,USA,75000000.0
2711,MicuRx Pharmaceuticals,Biotechnology,USA,75000000.0
2926,Netronome Systems,Semiconductors,USA,76000000.0
2613,MarketShare,Analytics,USA,76000000.0
5245,gumi,Games,SGP,76000000.0
3072,OncoEthix,Biotechnology,CHE,76000000.0
1670,Formlabs,Hardware + Software,USA,76000000.0
3378,Powa Technologies,Point of Sale,GBR,76000000.0
2436,Life360,Tracking,USA,77000000.0
2610,MarkLogic,Enterprise Software,USA,77176443.0
697,BuzzFeed,Entertainment,USA,77200000.0
5,1366 Technologies,Manufacturing,USA,77500000.0
4387,Talari Networks,Internet,USA,77500000.0
2287,Kik,Messaging,CAN,78000000.0
4350,THE ICONIC,Fashion,AUS,78000000.0
808,Celator Pharmaceuticals,Biotechnology,USA,78600000.0
590,BlueData Software,Analytics,USA,79000000.0
960,Clustrix,Cloud Computing,USA,79500000.0
1096,Crescendo Biologics,Biotechnology,GBR,79550700.0
499,Benu Networks,Wireless,USA,79800000.0
4793,Vestiaire Collective,Marketplaces,GBR,80000000.0
2991,Nomorerack.com,E-Commerce,USA,80000000.0
336,Arsanis,Biotechnology,AUT,80000000.0
914,Clearwire,Internet,USA,80000000.0
4800,Viamedia,Advertising,USA,80000000.0
406,Aviir,Biotechnology,USA,80000000.0
52,A10 Networks,Communications Hardware,USA,80000000.0
353,Atlantis Computing,Enterprise Software,USA,80000000.0
56,ADC Therapeutics,Biotechnology,CHE,80000000.0
232,Amaranth Medical,Biotechnology,USA,80000000.0
2159,Invincea,Software,USA,80000000.0
83,Acacia Communications,Web Hosting,USA,80000000.0
4721,UtiliData,Hardware + Software,USA,80000000.0
2769,Mobly,E-Commerce,BRA,80000000.0
4898,Wealthfront,Personal Finance,USA,80000000.0
2826,Movidius,Semiconductors,USA,80000000.0
3967,SilkRoad Technology,Human Resources,USA,80000000.0
131,Adara Global,Advertising,USA,80000000.0
4388,Talend,Analytics,USA,80000000.0
5266,iRhythm Technologies,Biotechnology,USA,80000000.0
2318,Knowledge Adventure,Games,USA,80400000.0
1160,Cytori Therapeutics,Biotechnology,USA,81000000.0
2861,Myntra,E-Commerce,IND,82000000.0
116,Acumen Holdings,E-Commerce,USA,83000000.0
1984,Horizon Discovery,Biotechnology,GBR,83641872.0
2606,Marinus Pharmaceuticals,Biotechnology,USA,84000000.0
3282,Phononic Devices,Hardware + Software,USA,84000000.0
2810,Moovit,Public Transportation,ISR,84000000.0
303,Applied Proteomics,Biotechnology,USA,84000000.0
565,Blacklane,Limousines,DEU,84000000.0
5017,YPlan,Entertainment,GBR,84000000.0
1614,Fisoc,Loyalty Programs,USA,84000000.0
5122,Zomato,Restaurants,IND,84000000.0
2570,Maginatics,None,USA,85000000.0
1441,EndoChoice,Biotechnology,USA,86000000.0
1089,CreativeLive,Education,USA,87500000.0
3213,PatientSafe Solutions,Mobile,USA,88000000.0
1973,HomeShop18,E-Commerce,IND,88000000.0
1154,Cydan,Biotechnology,USA,88000000.0
4842,Vitals (vitals.com),Health and Wellness,USA,88000000.0
3425,Prism Skylabs,Technology,USA,90000000.0
1190,DataGravity,Software,USA,90000000.0
3163,PSafe,Software,BRA,90000000.0
2200,JohnäÛªs Incredible Pizza Company,Hospitality,USA,90000000.0
993,Collective,Advertising,USA,90000000.0
5262,iPierian,Biotechnology,USA,90000000.0
1240,Demandbase,Analytics,USA,90000000.0
5249,hybris,Enterprise Software,CAN,90000000.0
1700,Fullscreen,News,USA,90000000.0
2126,Instructure,Enterprise Software,USA,90000000.0
4991,Wrapp,Social Media,SWE,90000000.0
3735,Rong360,Finance,CHN,90000000.0
617,Booyah,Entertainment,USA,90000000.0
4026,Skytree,Big Data,USA,90000000.0
3767,SMS Assist,Enterprise Software,USA,90000000.0
2455,Liquid Robotics,Clean Technology,USA,90000000.0
2932,NeuroPace,Biotechnology,USA,90000000.0
317,Aquinox Pharmaceuticals,Health Care,CAN,90000000.0
2864,N-Trig,Hardware + Software,ISR,90000000.0
366,Audentes Therapeutics,Biotechnology,USA,90000000.0
4416,Taulia,Hardware + Software,USA,90000000.0
412,Axcient,Virtualization,USA,91300000.0
364,Auction.com,Real Estate,USA,91700000.0
1583,Fermentalg,Biotechnology,FRA,92635200.0
3116,Optoro,Enterprise Software,USA,93000000.0
1988,Host Analytics,SaaS,USA,94000000.0
3724,Rocket Lawyer,Legal,USA,95000000.0
2686,MessageMe,Messaging,USA,95200000.0
550,BitSight Technologies,Security,USA,96000000.0
3952,Sideris Pharmaceuticals,Biotechnology,USA,96000000.0
3637,RelateIQ,Enterprise Software,USA,96000000.0
2142,Interlude,Product Development Services,USA,96000000.0
1929,HealthTap,Heathcare,USA,96000000.0
3311,Pixium Vision,Software,FRA,96495000.0
435,BIBA Apparels,None,IND,97200000.0
3304,Pivot3,Hardware + Software,USA,98000000.0
3681,Revance Therapeutics,Health Care,USA,99000000.0
4825,Virool,Advertising,USA,99300000.0
5305,littleBits Electronics,Hardware + Software,USA,99900000.0
3660,Research Triangle Park (RTP),Consulting,USA,100000000.0
1328,Druva,Storage,USA,100000000.0
1202,Datalogix,Advertising,USA,100000000.0
2293,Kior,Oil,USA,100000000.0
4446,Tempo AI,Apps,USA,100000000.0
5255,iKang Healthcare Group,Health Care,CHN,100000000.0
207,AlixaRx,Biotechnology,USA,100000000.0
732,Caesarea Medical Electronics,Hardware + Software,ISR,100000000.0
2763,Mobilitie,Mobile,USA,100000000.0
97,Acetylon Pharmaceuticals,Biotechnology,USA,100000000.0
3906,Shape Security,Information Security,USA,100000000.0
3193,Panzura,Software,USA,100000000.0
1458,Enlighted,Semiconductors,USA,100000000.0
3241,Pelican Imaging,Video,USA,100000000.0
271,Apexigen,Biotechnology,USA,100000000.0
1439,Endeavor Energy,Clean Technology,USA,100000000.0
4648,Twitch,Video Games,USA,100000000.0
444,BYTEGRID,Security,USA,100000000.0
12,21viaNet,Software,CHN,100000000.0
5106,Zimory,Enterprise Software,DEU,100000000.0
3699,RichRelevance,Big Data,USA,100000000.0
5172,betaworks,Coworking,USA,100000000.0
5096,ZestFinance,Analytics,USA,100000000.0
2816,Motif Investing,Finance,USA,100000000.0
407,Avito.ru,Advertising,ROM,100000000.0
4637,TuneIn,Guides,USA,100000000.0
4018,SkySQL,Software,FIN,100000000.0
1621,Five9,Technology,USA,100500000.0
375,Auris Medical,Health Care,CHE,101200000.0
1396,Edita Food Industries,Hospitality,EGY,102000000.0
365,Auctionata,Auctions,DEU,102000000.0
2174,JOOR,Fashion,USA,102000570.0
1844,Green Biologics,Biotechnology,GBR,102430994.0
4811,Vidyo,Messaging,USA,102600000.0
3474,Pulmocide,Health Care,GBR,103037096.0
4020,Skyera,Enterprise Software,USA,103200000.0
1711,Fuze,Software,USA,104000000.0
2587,Maker Studios,Games,USA,104000000.0
4520,Tidemark,Analytics,USA,104000000.0
10,2080 Media,News,USA,104000000.0
2033,IfOnly,Fashion,USA,105000000.0
506,Better Finance,E-Commerce,USA,105000000.0
1806,Goji (formerly Consumer United),Finance,USA,105000000.0
1080,Covenant Surgical Partners,Biotechnology,USA,105000000.0
3661,ResearchGate,Social Network Media,DEU,105000000.0
4001,Sittercity,Curated Web,USA,105000000.0
3305,Pivotal Software,Software,USA,105000000.0
2876,Nabsys,Biotechnology,USA,105149925.0
2256,Karyopharm Therapeutics,Health Care,USA,105200000.0
60,AG&P,Clean Technology,PHL,106000000.0
3259,Personal Capital,Finance,USA,106075000.0
4328,Syndax Pharmaceuticals,Biotechnology,USA,106400000.0
5101,Zhaogang,E-Commerce,CHN,107601706.0
5059,Yub,E-Commerce,USA,108000000.0
3054,Okta,Enterprise Software,USA,108000000.0
2087,Infusionsoft,Email Marketing,USA,108000000.0
4662,US HealthVest,Biotechnology,USA,108000000.0
1197,DataXu,Advertising,USA,108000000.0
1148,CustomMade,E-Commerce,USA,108000000.0
1309,DraftKings,Games,USA,110000000.0
65,ALung Technologies,Biotechnology,USA,110600000.0
316,Apttus,Software,USA,111000000.0
4927,Whisper,Social Media,USA,111000000.0
726,CSA Medical,Health Care,USA,112000000.0
3558,RRsat,Telecommunications,ISR,112000000.0
118,Acutus Medical,Biotechnology,USA,112000000.0
3047,Ocular Therapeutix,Biotechnology,USA,112200000.0
4917,Welltok,Health and Wellness,USA,112200000.0
3579,Ravello Systems,Software,USA,112499700.0
2170,Ivantis,Health and Wellness,USA,113000000.0
3015,NumberFour,Enterprise Software,DEU,114000000.0
1203,Datameer,Enterprise Software,USA,114000000.0
4688,United Capital,Consulting,USA,114000000.0
159,Aereo,Curated Web,USA,114000000.0
2657,Medical Depot,Health Care,USA,115000000.0
1921,Health Catalyst,Analytics,USA,115000000.0
5203,eASIC,Semiconductors,USA,117500000.0
1756,Genticel,Biotechnology,FRA,118354600.0
771,CardioKinetix,Medical Devices,USA,119000000.0
829,Change Healthcare,Heathcare,USA,120000000.0
2149,Intra-Cellular Therapies,Biotechnology,USA,120000000.0
1486,Eventbrite,Events,USA,120000000.0
1325,Dropcam,Video,USA,120000000.0
2091,Ingram Medical,Biotechnology,USA,120000000.0
5055,Youxinpai,E-Commerce,CHN,120000000.0
1204,Dataminr,Analytics,USA,120000000.0
3712,Rive Technology,Clean Technology,USA,120000000.0
4260,SundaySky,Personalization,USA,120000000.0
2143,Intersect ENT,Health Care,USA,120000000.0
4964,Withings,Hardware + Software,FRA,120000000.0
1091,Credit Karma,Finance,USA,120000000.0
1976,Homejoy,Hospitality,USA,120800000.0
3908,Shapeways,E-Commerce,USA,121200000.0
2554,MISSION Therapeutics,Biotechnology,GBR,121220112.0
3110,OptiScan Biomedical,Biotechnology,USA,122934632.0
2732,Minted,Home Decor,USA,123000000.0
1016,Complix,Biotechnology,BEL,123513600.0
4099,SolidFire,Enterprise Software,USA,124000000.0
3067,On-Ramp Wireless,Smart Grid,USA,124000000.0
1073,Couchbase,Enterprise Software,USA,125000000.0
220,Altair Semiconductor,Semiconductors,ISR,125000000.0
3459,Proteus Digital Health,Health Care,USA,125000000.0
1770,Gigya,Identity,USA,125000000.0
250,Anaqua,Software,USA,125000000.0
1687,Freedom Financial Network,Local Businesses,USA,125000000.0
4710,Urban Compass,Local,USA,125000000.0
4233,Streetline,SaaS,USA,125000000.0
5012,Xlumena,Health Care,USA,125000000.0
4469,The Honest Company,E-Commerce,USA,125000000.0
320,Argos Therapeutics,Health Care,USA,127500000.0
4841,Vitaldent,Biotechnology,GBR,128660000.0
2583,Mainstream Renewable Power,Clean Technology,IRL,128660000.0
1982,Hookipa Biotech,Biotechnology,AUT,128660000.0
397,Avaxia Biologics,Biotechnology,USA,129372388.0
2006,HyTrust,Cyber Security,USA,129500000.0
575,Bloom Energy,Clean Technology,USA,130000000.0
580,Blu Homes,Real Estate,USA,130000000.0
924,Clinkle,Payments,USA,130000000.0
2268,Kenandy,Enterprise Software,USA,132000000.0
248,Anaplan,Enterprise Software,USA,132000000.0
4330,Synergis Education,Education,USA,132000000.0
4353,TOA Technologies,SaaS,USA,132000000.0
3810,Scality,Storage,USA,132000000.0
291,Appcelerator,Enterprise Software,USA,132024000.0
98,Achaogen,Health Care,USA,132339949.0
1725,GainSpan,Semiconductors,USA,133000000.0
4694,UniversityNow,Technology,USA,133000000.0
3587,ReNew Power,Clean Technology,IND,135000000.0
2539,Lyft,Transportation,USA,135000000.0
3570,RainDance Technologies,Biotechnology,USA,135000000.0
217,Alpheus Communications,Web Hosting,USA,135000000.0
75,AV Homes,None,USA,135000000.0
2775,Moderna Therapeutics,Biotechnology,USA,135000044.0
206,AlienVault,Security,USA,136000000.0
1440,Endgame,Security,USA,136250000.0
985,Coinbase,E-Commerce,USA,136657540.0
2741,Misfit Wearables,Health and Wellness,USA,136800000.0
610,Booker,Internet Marketing,USA,137500000.0
4029,Slice,Curated Web,USA,138000000.0
2601,MapR Technologies,Big Data Analytics,USA,139999976.0
3114,Optimizely,Software,USA,140000000.0
3109,OptiMedica,Biotechnology,USA,140000000.0
3995,Singulex,Biotechnology,USA,140000000.0
4777,Veracyte,Health Care,USA,140000000.0
5044,YongChe,E-Commerce,CHN,140000000.0
1248,Dermira,Biotechnology,USA,140000000.0
1097,Crescendo Bioscience,Biotechnology,USA,140000000.0
735,Calithera Biosciences,Biotechnology,USA,140000000.0
4437,Tegile Systems,Flash Storage,USA,140000000.0
3503,QD Vision,Video,USA,140000000.0
470,Basic-Fit,Health and Wellness,NLD,141526000.0
728,CVRx,Biotechnology,USA,142400000.0
3989,Simulmedia,Media,USA,143000000.0
5345,redIT,Software,USA,144000000.0
3651,Rent the Runway,E-Commerce,USA,146400000.0
1061,Coraid,Storage,USA,146500000.0
3395,Predixion Software,Software,USA,147000000.0
1703,Funding Circle,Financial Services,GBR,148000000.0
1964,HireVue,Human Resources,USA,150000000.0
257,Anki,Entertainment,USA,150000000.0
385,Automattic,Web CMS,USA,150000000.0
3639,Relationship Science,Hospitality,USA,150000000.0
2292,Kingsoft,Software,HKG,150000000.0
274,Apollo Endosurgery,Health Care,USA,150000000.0
1510,Exagen Diagnostics,Biotechnology,USA,150000000.0
3441,Prolexic Technologies,Enterprise Software,USA,150000000.0
2233,Kabbage,Finance,USA,150000000.0
2323,Komli Media,Advertising,IND,150000000.0
3768,SOASTA,Cloud Computing,USA,150000000.0
394,Avantha,Hardware + Software,IND,150000000.0
3074,One Medical Group,Heathcare,USA,150000000.0
26,3D Robotics,Manufacturing,USA,150000000.0
3736,Room 77,Travel,USA,151500000.0
545,Birst,Enterprise Software,USA,152000000.0
2612,Market Track,Market Research,USA,153000000.0
4289,Sutro Biopharma,Biotechnology,USA,156000000.0
2919,Nest Labs,Internet of Things,USA,160000000.0
2058,InVitae,Biotechnology,USA,160000000.0
3627,Reebonz,Manufacturing,SGP,160000000.0
899,Clarabridge,Enterprise Software,USA,160000000.0
4318,Symphogen,Biotechnology,DNK,161302200.0
1391,EdgeCast Networks,Content,USA,162000000.0
3577,Rapid Micro Biosystems,Biotechnology,USA,163000000.0
429,BAROnova,Health Care,USA,163800000.0
2056,InVisage Technologies,Semiconductors,USA,165000000.0
1748,GenSight Biologics,Biotechnology,FRA,166694400.0
3230,Pearl Therapeutics,Health and Wellness,USA,166907600.0
1873,Guavus,Analytics,USA,168000000.0
4049,Smartling,Enterprise Software,USA,168000000.0
1554,Fanatics,E-Commerce,USA,170000000.0
3535,Qunar.com,Travel,CHN,171000000.0
1397,Editas Medicine,Biotechnology,USA,172000000.0
420,Ayasdi,Data Visualization,USA,173364000.0
1737,Ganymed Pharmaceuticals,Biotechnology,DEU,173691000.0
513,Beyond the Rack,Fashion,TUR,175000000.0
1997,Houzz,Curated Web,USA,175000000.0
3005,Novira Therapeutics,Biotechnology,USA,175000000.0
3105,Ophthotech,Health Care,USA,175000000.0
1920,Healios K.K,Biotechnology,JPN,175007934.0
3102,OpenX,Monetization,USA,175078400.0
99,Achates Power,Clean Technology,USA,176000000.0
393,AvantCredit,Finance,USA,178000000.0
3319,Plain Vanilla,Mobile,USA,179500000.0
5070,Zafgen,Biotechnology,USA,180000000.0
2420,LensAR,Health Care,USA,180000000.0
246,Anaergia,Clean Technology,CAN,185024220.0
330,Arno Therapeutics,Biotechnology,USA,186000000.0
4444,Telogis,Fleet Management,USA,186000000.0
3437,Progreso Financiero,Finance,USA,186400000.0
3958,Signal,SaaS,USA,189000000.0
3453,Prosper,Personal Finance,USA,190000000.0
844,Chef,Software,USA,192000000.0
533,Biocartis,Biotechnology,CHE,192990000.0
2238,Kaiima,Biotechnology,ISR,195000000.0
3786,Sailthru,E-Commerce,USA,196000000.0
3179,Palantir Technologies,Analytics,USA,196500000.0
4525,Tilt,Finance,USA,198000000.0
800,Catabasis Pharmaceuticals,Biotechnology,USA,198000000.0
2684,Merus,Biotechnology,NLD,199423000.0
2543,Lytro,Hardware + Software,USA,200000000.0
754,Cape Wind,Clean Technology,USA,200000000.0
1001,CommonBond,Finance,USA,200000000.0
671,Bromium,Security,USA,200000000.0
1605,FireEye,Communications Hardware,USA,200000000.0
586,Blue Jeans Network,Enterprise Software,USA,200000000.0
1783,Gland Pharma,Biotechnology,IND,200000000.0
1104,Crocs,Shoes,USA,200000000.0
2139,Interactions Corporation,Curated Web,USA,200000000.0
768,Cardinal Midstream,Clean Technology,USA,200000000.0
1351,EDF Renewable Energy,Clean Technology,USA,200000000.0
2355,Kymeta,Aerospace,USA,200000000.0
2868,NGM Biopharmaceuticals,Biotechnology,USA,200000000.0
5004,Xand,Software,USA,200000000.0
280,AppDynamics,Software,USA,200000000.0
107,Actifio,Enterprise Software,USA,200000000.0
4744,Vapotherm,Biotechnology,USA,203000000.0
504,Betable,Games,GBR,203500000.0
3912,ShareThis,Social Media,USA,205000000.0
5148,aTyr Pharma,Biotechnology,USA,206000000.0
1786,Glaukos,Health Care,USA,210000000.0
4646,Twilio,Enterprise Software,USA,210000000.0
607,Bonobos,Shoes,USA,210000000.0
1013,Compass-EOS,Networking,ISR,210000000.0
664,BrightEdge,Search,USA,214000000.0
3903,SetPoint Medical,Biotechnology,USA,214250057.0
1619,Fitbit,Hardware,USA,215000000.0
2221,JustFab,Fashion,USA,215000000.0
2953,Nexenta Systems,Linux,USA,216000000.0
4812,View Inc.,Solar,USA,217920000.0
471,Basis Science,Health and Wellness,USA,218500000.0
1105,Crocus Technology,Clean Technology,USA,218722000.0
951,Cloudary,Education,CHN,220000000.0
2942,NewVoiceMedia,Enterprise Software,GBR,220000000.0
2698,Mevion Medical Systems,Biotechnology,USA,220000000.0
2388,LanzaTech New Zealand,Clean Technology,USA,223200000.0
3046,Ocera Therapeutics,Biotechnology,USA,224000000.0
183,AirWatch,Mobile,USA,225000000.0
288,AppNexus,Technology,USA,225000000.0
4344,T5 Data Centers,Security,USA,226000000.0
3247,PeopleMatter,Enterprise Software,USA,226000000.0
897,Civitas Therapeutics,Biotechnology,USA,228000000.0
1476,Esperion Therapeutics,Pharmaceuticals,USA,231000000.0
350,Atara Biotherapeutics,Biotechnology,USA,231000000.0
1956,Hightail,File Sharing,USA,238000000.0
3126,Oscar,Insurance,USA,240000000.0
1237,Delivery Hero,Hospitality,DEU,240000000.0
324,Aria Systems,Enterprise Software,USA,240000000.0
2758,MobileIron,Mobile Security,USA,240000000.0
2217,Juno Therapeutics,Health Care,USA,240000000.0
3731,Roku,Hardware + Software,USA,240000000.0
1449,Enerkem,Clean Technology,CAN,243452920.0
4945,Wilocity,Semiconductors,ISR,245000000.0
4174,Spotify,Entertainment,SWE,250000000.0
1985,Hortonworks,Search,USA,250000000.0
940,CloudFlare,Security,USA,250000000.0
179,Aileron Therapeutics,Biotechnology,USA,252000000.0
1076,Coursera,Education,USA,255000000.0
3567,Radius Health,Biotechnology,USA,258000000.0
2832,MuleSoft,Data Integration,USA,259000000.0
2181,Janrain,Curated Web,USA,264000000.0
4784,Versartis,Health Care,USA,269999996.0
1990,HotelTonight,Hotels,USA,270000000.0
1195,DataStax,Big Data,USA,270000000.0
2975,Nintex,Cloud Data Services,USA,270000000.0
1677,Foursquare,Location Based Services,USA,275000000.0
273,Apigee,Cloud Data Services,USA,280000000.0
3137,Outbrain,Reviews and Recommendations,ISR,280000000.0
4132,Spacecom,Public Relations,ISR,293000000.0
2043,Immune Design,Therapeutics,USA,294000000.0
1194,DataSift,Big Data,USA,294000000.0
3904,"SevOne, Inc.",Software,USA,300000000.0
5010,Xero,Finance,NZL,300000000.0
1785,Glassdoor,Career Management,USA,300000000.0
3391,Precision for Medicine,Health Care,USA,300000000.0
4809,Videology,Video,USA,300000000.0
785,Carrier Energy Partners,Clean Technology,USA,300000000.0
180,Aiming,Games,JPN,300000000.0
867,Chukong Technologies,Mobile Software Tools,CHN,300000000.0
1299,Domo,Web Development,USA,300000000.0
2548,MAYKOR,Software,RUS,300000000.0
3416,Primary Data,Web Hosting,USA,300000000.0
742,Cambridge Innovation Capital,Finance,GBR,303050288.0
5309,lynda.com,Education,USA,309000000.0
1222,Deem,E-Commerce,USA,310181740.0
129,Adaptive Planning,Software,USA,315000000.0
311,Apptio,SaaS,USA,315000000.0
1407,Effector Therapeutics,Biotechnology,USA,315000000.0
4267,SuperSonic Imagine,Biotechnology,FRA,323568000.0
2895,Natera,Biotechnology,USA,327600000.0
3588,ReVision Optics,Biotechnology,USA,330000000.0
1027,ConforMIS,Biotechnology,USA,335400000.0
4097,Solexel,Clean Technology,USA,335463684.0
398,Avedro,Health Care,USA,344000000.0
2448,Linio,E-Commerce,MEX,346500000.0
3981,SimpliVity,Storage,USA,348000000.0
855,China Everbright International,Clean Technology,HKG,349000000.0
3533,Quixey,Search,USA,350000000.0
169,Affirmed Networks,Mobile,USA,357000000.0
4597,TriVascular,Medical Devices,USA,360000000.0
4358,TRIA Beauty,E-Commerce,USA,363500000.0
1897,Haier,Hardware + Software,IND,364000000.0
3133,Otonomy,Biotechnology,USA,367200000.0
190,Akebia Therapeutics,Biotechnology,USA,369000000.0
4057,Snapdeal,E-Commerce,IND,375000000.0
1078,Covagen,Biotechnology,CHE,377600000.0
3048,Oculus VR,Video Games,USA,380000000.0
3108,Opsona,Biotechnology,IRL,380921400.0
5071,Zalando,E-Commerce,DEU,381597894.0
2383,Lamoda,E-Commerce,RUS,390000000.0
4025,Skyonic,Environmental Innovation,USA,394000000.0
3532,Quirky,E-Commerce,USA,395000000.0
3291,Ping Identity Corporation,Identity,USA,396000000.0
4343,T2 Biosystems,Health Care,USA,400000000.0
1637,Flipboard,News,USA,400000000.0
2316,Knewton,Education,USA,408000000.0
2937,Nevro,Biotechnology,USA,432000000.0
4090,Sogou,Search,CHN,448000000.0
3624,Redfin,Real Estate,USA,450000000.0
5141,Zuora,Facebook Applications,USA,450000000.0
2183,Jawbone,Consumer Electronics,USA,452000000.0
522,Bill.com,SaaS,USA,456000000.0
252,AngelList,Recruiting,USA,456100000.0
3386,PreCision Dermatology,Biotechnology,USA,469000000.0
3741,Rostelecom,Mobile,RUS,474000000.0
3165,PTC Therapeutics,Health Care,USA,480000000.0
2417,Lending Club,Finance Technology,USA,489000000.0
2514,Lookout,Security,USA,495000000.0
1983,Hootsuite,Software,CAN,495000000.0
2188,JenaValve Technology,Hardware + Software,DEU,500000000.0
478,Beats Electronics,Hardware,USA,500000000.0
1814,Good Technology,Data Security,USA,519976000.0
4268,Supercell,Games,FIN,520000000.0
5215,eRecycling Corps,Clean Technology,USA,525000000.0
1902,Hamilton Insurance Group,None,BMU,526666000.0
4056,Snapchat,File Sharing,USA,530000000.0
2963,Nextdoor,Privacy,USA,532800000.0
1265,Dicerna Pharmaceuticals,Health Care,USA,540000000.0
4881,Warby Parker,Retail,USA,567500000.0
3991,Sina Weibo,Curated Web,CHN,586000000.0
3069,OnDeck,Finance,USA,592000000.0
3935,Shopify,Online Shopping,CAN,600000000.0
261,Answers Corporation,Information Technology,USA,600000000.0
184,Airbnb,Peer-to-Peer,USA,600000000.0
1958,Highwinds,Software,USA,615000000.0
3784,Saguaro Resources,Manufacturing,CAN,630000000.0
194,Alaris Royalty,Finance,CAN,635400000.0
2938,New Relic,SaaS,USA,640000000.0
3321,Planet Labs,Geospatial,USA,663700000.0
4261,Sungevity,Clean Technology,USA,700000000.0
3384,Practice Fusion,Health and Wellness,USA,705000000.0
523,Billabong International,Fashion,AUS,728000000.0
4692,University of Maryland,Education,USA,750000000.0
5063,ZALORA,E-Commerce,MYS,762000000.0
2478,LivingSocial,E-Commerce,USA,770000000.0
4666,Uber,Transportation,USA,774000000.0
4258,SunEdison,Clean Technology,USA,811900000.0
3161,PPTV,Photography,CHN,840000000.0
631,Box,File Sharing,USA,900000000.0
564,Blackberry,Wireless,CAN,1000000000.0
1546,Fab,Design,USA,1215000000.0
2801,MongoDB,Cloud Computing,USA,1350000000.0
2395,Lazada Group,E-Commerce,MYS,1520000000.0
1638,Flipkart,Online Shopping,IND,1600000000.0
3484,Pure Storage,Storage,USA,1650000000.0
1522,Extended Stay America,Hotels,USA,1695000000.0
3298,Pinterest,Curated Web,USA,1925000000.0
5353,sigmacare,Health and Wellness,USA,2600000000.0
4283,SurveyMonkey,Software,USA,2600000000.0
411,Awesome.me,Curated Web,USA,
